External ID,Product_ID,Product_Name,Label_Product_Name,Presentation,Volume_Liters,Pack_quantity_Units,Type_of_product,Category,Generic product type,SubIndustry,Industry, Bottle , Label ,Liquid, Microfibers , Plastic bag , Labor , Shipping , Other costs , Unit_cost_SAR 
,FP-PET-00700,WAYAKIT GreenTech Pets Pet urine odor remover,Pet urine odor remover,,,,P3-Pet urine odor remover,Pets - 3. Pet stain and urine removers,Odor eliminator,Pets,Households, SAR 1.50 , SAR 1.21 ,0.0, SAR -   , SAR -   , SAR 1.00 ,,,3.71
,FP-PET-00701,WAYAKIT GreenTech Pets Pet urine odor remover [700 mL],Pet urine odor remover,700 mL,0.7,0.0,P3-Pet urine odor remover,Pets - 3. Pet stain and urine removers,Odor eliminator,Pets,Households, SAR 1.50 , SAR 1.21 ,2.954, SAR -   , SAR -   , SAR 1.00 ,,,6.664
,FP-PET-00702,WAYAKIT GreenTech Pets Pet urine odor remover [4 L],Pet urine odor remover,4 L,4.0,0.0,P3-Pet urine odor remover,Pets - 3. Pet stain and urine removers,Odor eliminator,Pets,Households, SAR 4.00 , SAR 4.84 ,16.88, SAR -   , SAR -   , SAR 1.00 ,,,26.72
,FP-PET-00703,WAYAKIT GreenTech Pets Pet urine odor remover [700 mL refill],Pet urine odor remover,700 mL refill,0.7,0.0,P3-Pet urine odor remover,Pets - 3. Pet stain and urine removers,Odor eliminator,Pets,Households, SAR -   , SAR -   ,2.954, SAR -   , SAR -   , SAR 1.00 ,,,3.954
,FP-PET-00704,WAYAKIT GreenTech Pets Pet urine odor remover [4 L refill],Pet urine odor remover,4 L refill,4.0,0.0,P3-Pet urine odor remover,Pets - 3. Pet stain and urine removers,Odor eliminator,Pets,Households, SAR -   , SAR -   ,16.88, SAR -   , SAR -   , SAR 1.00 ,,,17.88
,FP-PET-00800,WAYAKIT GreenTech Pets Pet stain carpet cleaner,Pet stain carpet cleaner,,,,P3-Carpet cleaner for pet accidents,Pets - 3. Pet stain and urine removers,Carpet shampoo,Pets,Households, SAR 1.50 , SAR 1.21 ,0.0, SAR -   , SAR -   , SAR 1.00 ,,,3.71
,FP-PET-00801,WAYAKIT GreenTech Pets Pet stain carpet cleaner [700 mL],Pet stain carpet cleaner,700 mL,0.7,0.0,P3-Carpet cleaner for pet accidents,Pets - 3. Pet stain and urine removers,Carpet shampoo,Pets,Households, SAR 1.50 , SAR 1.21 ,4.8636, SAR -   , SAR -   , SAR 1.00 ,,,8.5736
,FP-PET-00802,WAYAKIT GreenTech Pets Pet stain carpet cleaner [4 L],Pet stain carpet cleaner,4 L,4.0,0.0,P3-Carpet cleaner for pet accidents,Pets - 3. Pet stain and urine removers,Carpet shampoo,Pets,Households, SAR 4.00 , SAR 4.84 ,27.792, SAR -   , SAR -   , SAR 1.00 ,,,37.632
,FP-PET-00803,WAYAKIT GreenTech Pets Pet stain carpet cleaner [700 mL refill],Pet stain carpet cleaner,700 mL refill,0.7,0.0,P3-Carpet cleaner for pet accidents,Pets - 3. Pet stain and urine removers,Carpet shampoo,Pets,Households, SAR -   , SAR -   ,4.8636, SAR -   , SAR -   , SAR 1.00 ,,,5.8636
,FP-PET-00900,WAYAKIT GreenTech Pets Flea and tick home repellant,Flea and tick home repellant,,,,P4-Flea and tick home spray,"Pets - 4. Pet flea, tick and pest control",Bug repellent,Pets,Households, SAR 1.50 , SAR 1.21 ,0.0, SAR -   , SAR -   , SAR 1.00 ,,,3.71
,FP-PET-00901,WAYAKIT GreenTech Pets Flea and tick home repellant [700 mL],Flea and tick home repellant,700 mL,0.7,0.0,P4-Flea and tick home spray,"Pets - 4. Pet flea, tick and pest control",Bug repellent,Pets,Households, SAR 1.50 , SAR 1.21 ,0.0, SAR -   , SAR -   , SAR 1.00 ,,,3.71
,FP-PET-00902,WAYAKIT GreenTech Pets Flea and tick home repellant [4 L],Flea and tick home repellant,4 L,4.0,0.0,P4-Flea and tick home spray,"Pets - 4. Pet flea, tick and pest control",Bug repellent,Pets,Households, SAR 4.00 , SAR 4.84 ,0.0, SAR -   , SAR -   , SAR 1.00 ,,,9.84
,FP-PET-00903,WAYAKIT GreenTech Pets Flea and tick home repellant [700 mL refill],Flea and tick home repellant,700 mL refill,0.7,0.0,P4-Flea and tick home spray,"Pets - 4. Pet flea, tick and pest control",Bug repellent,Pets,Households, SAR -   , SAR -   ,0.0, SAR -   , SAR -   , SAR 1.00 ,,,1.0
,FP-PET-01000,WAYAKIT GreenTech Pets Antiseptic spray for pets,Antiseptic spray for pets,,,,P5-Antiseptic spray for pets,Pets - 5. Pet wound and skin care,Disinfectant and cleaner,Pets,Households, SAR 1.25 , SAR 1.21 ,0.0, SAR -   , SAR -   , SAR 1.00 ,,,3.46
,FP-PET-01001,WAYAKIT GreenTech Pets Antiseptic spray for pets [100 mL],Antiseptic spray for pets,100 mL,0.1,0.0,P5-Antiseptic spray for pets,Pets - 5. Pet wound and skin care,Disinfectant and cleaner,Pets,Households, SAR 1.25 , SAR 1.21 ,0.133, SAR -   , SAR -   , SAR 1.00 ,,,3.593
,FP-PET-01002,WAYAKIT GreenTech Pets Antiseptic spray for pets [4 L],Antiseptic spray for pets,4 L,4.0,0.0,P5-Antiseptic spray for pets,Pets - 5. Pet wound and skin care,Disinfectant and cleaner,Pets,Households, SAR 4.00 , SAR 4.84 ,5.32, SAR -   , SAR -   , SAR 1.00 ,,,15.16
,FP-PET-01003,WAYAKIT GreenTech Pets Antiseptic spray for pets [100 mL refill],Antiseptic spray for pets,100 mL refill,0.1,0.0,P5-Antiseptic spray for pets,Pets - 5. Pet wound and skin care,Disinfectant and cleaner,Pets,Households, SAR -   , SAR -   ,0.133, SAR -   , SAR -   , SAR 1.00 ,,,1.133
,FP-PET-01100,WAYAKIT GreenTech Pets Pet-safe wound washes,Pet-safe wound washes,,,,P5-Pet-safe wound washes,Pets - 5. Pet wound and skin care,Disinfectant and cleaner,Pets,Households, SAR 1.50 , SAR 1.21 ,0.0, SAR -   , SAR -   , SAR 1.00 ,,,3.71
,FP-PET-01101,WAYAKIT GreenTech Pets Pet-safe wound washes [700 mL],Pet-safe wound washes,700 mL,0.7,0.0,P5-Pet-safe wound washes,Pets - 5. Pet wound and skin care,Disinfectant and cleaner,Pets,Households, SAR 1.50 , SAR 1.21 ,0.931, SAR -   , SAR -   , SAR 1.00 ,,,4.641
,FP-PET-01102,WAYAKIT GreenTech Pets Pet-safe wound washes [4 L],Pet-safe wound washes,4 L,4.0,0.0,P5-Pet-safe wound washes,Pets - 5. Pet wound and skin care,Disinfectant and cleaner,Pets,Households, SAR 4.00 , SAR 4.84 ,5.32, SAR -   , SAR -   , SAR 1.00 ,,,15.16
,FP-PET-01200,WAYAKIT GreenTech Pets Pet-safe disinfectant and cleaner,Pet-safe disinfectant and cleaner,,,,P6-Pet-safe disinfectant and cleaner,Pets - 6. Pet specialty cleaning supplies,Disinfectant and cleaner,Pets,Households, SAR 1.50 , SAR 1.21 ,0.0, SAR -   , SAR -   , SAR 1.00 ,,,3.71
,FP-PET-01201,WAYAKIT GreenTech Pets Pet-safe disinfectant and cleaner [700 mL],Pet-safe disinfectant and cleaner,700 mL,0.7,0.0,P6-Pet-safe disinfectant and cleaner,Pets - 6. Pet specialty cleaning supplies,Disinfectant and cleaner,Pets,Households, SAR 1.50 , SAR 1.21 ,0.931, SAR -   , SAR -   , SAR 1.00 ,,,4.641
,FP-PET-01202,WAYAKIT GreenTech Pets Pet-safe disinfectant and cleaner [4 L],Pet-safe disinfectant and cleaner,4 L,4.0,0.0,P6-Pet-safe disinfectant and cleaner,Pets - 6. Pet specialty cleaning supplies,Disinfectant and cleaner,Pets,Households, SAR 4.00 , SAR 4.84 ,5.32, SAR -   , SAR -   , SAR 1.00 ,,,15.16
,FP-PET-01203,WAYAKIT GreenTech Pets Pet-safe disinfectant and cleaner [700 mL refill],Pet-safe disinfectant and cleaner,700 mL refill,0.7,0.0,P6-Pet-safe disinfectant and cleaner,Pets - 6. Pet specialty cleaning supplies,Disinfectant and cleaner,Pets,Households, SAR -   , SAR -   ,0.931, SAR -   , SAR -   , SAR 1.00 ,,,1.931
,FP-PET-01300,WAYAKIT GreenTech Pets Cage and habitat cleaner,Cage and habitat cleaner,,,,P6-Cage and habitat cleaner,Pets - 6. Pet specialty cleaning supplies,Disinfectant and cleaner,Pets,Households, SAR 1.50 , SAR 1.21 ,0.0, SAR -   , SAR -   , SAR 1.00 ,,,3.71
,FP-PET-01301,WAYAKIT GreenTech Pets Cage and habitat cleaner [700 mL],Cage and habitat cleaner,700 mL,0.7,0.0,P6-Cage and habitat cleaner,Pets - 6. Pet specialty cleaning supplies,Disinfectant and cleaner,Pets,Households, SAR 1.50 , SAR 1.21 ,0.931, SAR -   , SAR -   , SAR 1.00 ,,,4.641
,FP-PET-01302,WAYAKIT GreenTech Pets Cage and habitat cleaner [4 L],Cage and habitat cleaner,4 L,4.0,0.0,P6-Cage and habitat cleaner,Pets - 6. Pet specialty cleaning supplies,Disinfectant and cleaner,Pets,Households, SAR 4.00 , SAR 4.84 ,5.32, SAR -   , SAR -   , SAR 1.00 ,,,15.16
,FP-PET-01303,WAYAKIT GreenTech Pets Cage and habitat cleaner [700 mL refill],Cage and habitat cleaner,700 mL refill,0.7,0.0,P6-Cage and habitat cleaner,Pets - 6. Pet specialty cleaning supplies,Disinfectant and cleaner,Pets,Households, SAR -   , SAR -   ,0.931, SAR -   , SAR -   , SAR 1.00 ,,,1.931
product_template_876,FP-SPO-00100,"WAYAKIT GreenTech Sports Multi-surface cleaner for equipment, benches, and countertops [700 mL]","Multi-surface cleaner for equipment, benches, and countertops",700 mL,0.7,0.0,"S1-Multi-surface cleaner for equipment, benches, and countertops",Sports - 1. General cleaning products,General purpose cleaner,Gyms,Facilities management,1.5,1.21,0.931,0,0,1,,,4.641
,FP-SPO-00101,"WAYAKIT GreenTech Sports Multi-surface cleaner for equipment, benches, and countertops [4 L]","Multi-surface cleaner for equipment, benches, and countertops",4 L,4.0,0.0,"S1-Multi-surface cleaner for equipment, benches, and countertops",Sports - 1. General cleaning products,General purpose cleaner,Gyms,Facilities management,4,4.84,5.32,0,0,1,,,15.16
,FP-SPO-00102,"WAYAKIT GreenTech Sports Multi-surface cleaner for equipment, benches, and countertops [20 L]","Multi-surface cleaner for equipment, benches, and countertops",20 L,20.0,0.0,"S1-Multi-surface cleaner for equipment, benches, and countertops",Sports - 1. General cleaning products,General purpose cleaner,Gyms,Facilities management,8,4.84,26.6,0,0,1,,,40.44
,FP-SPO-00103,"WAYAKIT GreenTech Sports Multi-surface cleaner for equipment, benches, and countertops [Box of 12 units 700 mL]","Multi-surface cleaner for equipment, benches, and countertops",Box of 12 units 700 mL,8.4,0.0,"S1-Multi-surface cleaner for equipment, benches, and countertops",Sports - 1. General cleaning products,General purpose cleaner,Gyms,Facilities management,18,14.52,11.172,0,0,12,,,55.692
,FP-SPO-00200,WAYAKIT GreenTech Sports Wood furniture cleaner [700 mL],Wood furniture cleaner,700 mL,0.7,0.0,S1-Wood furniture cleaner,Sports - 1. General cleaning products,Furniture polish,Gyms,Facilities management,1.5,1.21,7.77945,0,0,1,,,11.48945
,FP-SPO-00201,WAYAKIT GreenTech Sports Wood furniture cleaner [4 L],Wood furniture cleaner,4 L,4.0,0.0,S1-Wood furniture cleaner,Sports - 1. General cleaning products,Furniture polish,Gyms,Facilities management,4,4.84,44.454,0,0,1,,,54.294
,FP-SPO-00202,WAYAKIT GreenTech Sports Wood furniture cleaner [20 L],Wood furniture cleaner,20 L,20.0,0.0,S1-Wood furniture cleaner,Sports - 1. General cleaning products,Furniture polish,Gyms,Facilities management,8,4.84,222.27,0,0,1,,,236.11
,FP-SPO-00203,WAYAKIT GreenTech Sports Wood furniture cleaner [Box of 12 units 700 mL],Wood furniture cleaner,Box of 12 units 700 mL,8.4,0.0,S1-Wood furniture cleaner,Sports - 1. General cleaning products,Furniture polish,Gyms,Facilities management,18,14.52,93.3534,0,0,12,,,137.8734
product_template_877,FP-SPO-00300,WAYAKIT GreenTech Sports Streak-free glass cleaner for mirrors and windows [700 mL],Streak-free glass cleaner for mirrors and windows,700 mL,0.7,0.0,S1-Streak-free glass cleaner for mirrors and windows,Sports - 1. General cleaning products,Glass cleaner,Gyms,Facilities management,1.5,1.21,1.197,0,0,1,,,4.907
,FP-SPO-00301,WAYAKIT GreenTech Sports Streak-free glass cleaner for mirrors and windows [4 L],Streak-free glass cleaner for mirrors and windows,4 L,4.0,0.0,S1-Streak-free glass cleaner for mirrors and windows,Sports - 1. General cleaning products,Glass cleaner,Gyms,Facilities management,4,4.84,6.84,0,0,1,,,16.68
,FP-SPO-00302,WAYAKIT GreenTech Sports Streak-free glass cleaner for mirrors and windows [20 L],Streak-free glass cleaner for mirrors and windows,20 L,20.0,0.0,S1-Streak-free glass cleaner for mirrors and windows,Sports - 1. General cleaning products,Glass cleaner,Gyms,Facilities management,8,4.84,34.2,0,0,1,,,48.04
,FP-SPO-00303,WAYAKIT GreenTech Sports Streak-free glass cleaner for mirrors and windows [Box of 12 units 700 mL],Streak-free glass cleaner for mirrors and windows,Box of 12 units 700 mL,8.4,0.0,S1-Streak-free glass cleaner for mirrors and windows,Sports - 1. General cleaning products,Glass cleaner,Gyms,Facilities management,18,14.52,14.364,0,0,12,,,58.884
,FP-SPO-00400,WAYAKIT GreenTech Sports Non-slip floor cleaner for gym floors and exercise areas [700 mL],Non-slip floor cleaner for gym floors and exercise areas,700 mL,0.7,0.0,S1-Non-slip floor cleaner for gym floors and exercise areas,Sports - 1. General cleaning products,Floor cleaner,Gyms,Facilities management,1.5,1.21,7.77945,0,0,1,,,11.48945
,FP-SPO-00401,WAYAKIT GreenTech Sports Non-slip floor cleaner for gym floors and exercise areas [4 L],Non-slip floor cleaner for gym floors and exercise areas,4 L,4.0,0.0,S1-Non-slip floor cleaner for gym floors and exercise areas,Sports - 1. General cleaning products,Floor cleaner,Gyms,Facilities management,4,4.84,44.454,0,0,1,,,54.294
,FP-SPO-00402,WAYAKIT GreenTech Sports Non-slip floor cleaner for gym floors and exercise areas [20 L],Non-slip floor cleaner for gym floors and exercise areas,20 L,20.0,0.0,S1-Non-slip floor cleaner for gym floors and exercise areas,Sports - 1. General cleaning products,Floor cleaner,Gyms,Facilities management,8,4.84,222.27,0,0,1,,,236.11
,FP-SPO-00403,WAYAKIT GreenTech Sports Non-slip floor cleaner for gym floors and exercise areas [Box of 12 units 700 mL],Non-slip floor cleaner for gym floors and exercise areas,Box of 12 units 700 mL,8.4,0.0,S1-Non-slip floor cleaner for gym floors and exercise areas,Sports - 1. General cleaning products,Floor cleaner,Gyms,Facilities management,18,14.52,93.3534,0,0,12,,,137.8734
product_template_878,FP-SPO-00600,WAYAKIT GreenTech Sports Hardwood and laminate floor cleaner [700 mL],Hardwood and laminate floor cleaner,700 mL,0.7,0.0,S1-Hardwood and laminate floor cleaner,Sports - 1. General cleaning products,Floor cleaner,Gyms,Facilities management,1.5,1.21,7.77945,0,0,1,,,11.48945
,FP-SPO-00601,WAYAKIT GreenTech Sports Hardwood and laminate floor cleaner [4 L],Hardwood and laminate floor cleaner,4 L,4.0,0.0,S1-Hardwood and laminate floor cleaner,Sports - 1. General cleaning products,Floor cleaner,Gyms,Facilities management,4,4.84,44.454,0,0,1,,,54.294
,FP-SPO-00602,WAYAKIT GreenTech Sports Hardwood and laminate floor cleaner [20 L],Hardwood and laminate floor cleaner,20 L,20.0,0.0,S1-Hardwood and laminate floor cleaner,Sports - 1. General cleaning products,Floor cleaner,Gyms,Facilities management,8,4.84,222.27,0,0,1,,,236.11
,FP-SPO-00603,WAYAKIT GreenTech Sports Hardwood and laminate floor cleaner [Box of 12 units 700 mL],Hardwood and laminate floor cleaner,Box of 12 units 700 mL,8.4,0.0,S1-Hardwood and laminate floor cleaner,Sports - 1. General cleaning products,Floor cleaner,Gyms,Facilities management,18,14.52,93.3534,0,0,12,,,137.8734
,FP-SPO-00800,WAYAKIT GreenTech Sports High performance carpet shampoo [700 mL],High performance carpet shampoo,700 mL,0.7,0.0,S1-High performance carpet shampoo,Sports - 1. General cleaning products,Carpet shampoo,Gyms,Facilities management,1.5,1.21,4.8636,0,0,1,,,8.5736
,FP-SPO-00801,WAYAKIT GreenTech Sports High performance carpet shampoo [4 L],High performance carpet shampoo,4 L,4.0,0.0,S1-High performance carpet shampoo,Sports - 1. General cleaning products,Carpet shampoo,Gyms,Facilities management,4,4.84,27.792,0,0,1,,,37.632
,FP-SPO-00802,WAYAKIT GreenTech Sports High performance carpet shampoo [20 L],High performance carpet shampoo,20 L,20.0,0.0,S1-High performance carpet shampoo,Sports - 1. General cleaning products,Carpet shampoo,Gyms,Facilities management,8,4.84,138.96,0,0,1,,,152.8
,FP-SPO-00803,WAYAKIT GreenTech Sports High performance carpet shampoo [Box of 12 units 700 mL],High performance carpet shampoo,Box of 12 units 700 mL,8.4,0.0,S1-High performance carpet shampoo,Sports - 1. General cleaning products,Carpet shampoo,Gyms,Facilities management,18,14.52,58.3632,0,0,12,,,102.8832
,FP-SPO-00900,WAYAKIT GreenTech Sports Stain spot remover [700 mL],Stain spot remover,700 mL,0.7,0.0,S1-Stain spot remover,Sports - 1. General cleaning products,Stain remover,Gyms,Facilities management,1.5,1.21,8.511384,0,0,1,,,12.221384
,FP-SPO-00901,WAYAKIT GreenTech Sports Stain spot remover [4 L],Stain spot remover,4 L,4.0,0.0,S1-Stain spot remover,Sports - 1. General cleaning products,Stain remover,Gyms,Facilities management,4,4.84,48.63648,0,0,1,,,58.47648
,FP-SPO-00902,WAYAKIT GreenTech Sports Stain spot remover [20 L],Stain spot remover,20 L,20.0,0.0,S1-Stain spot remover,Sports - 1. General cleaning products,Stain remover,Gyms,Facilities management,8,4.84,243.1824,0,0,1,,,257.0224
,FP-SPO-00903,WAYAKIT GreenTech Sports Stain spot remover [Box of 12 units 700 mL],Stain spot remover,Box of 12 units 700 mL,8.4,0.0,S1-Stain spot remover,Sports - 1. General cleaning products,Stain remover,Gyms,Facilities management,18,14.52,102.136608,0,0,12,,,146.656608
product_template_881,FP-SPO-01200,WAYAKIT GreenTech Sports Shower and tile cleaner [700 mL],Shower and tile cleaner,700 mL,0.7,0.0,S2-Shower and tile cleaner,Sports - 2. Restroom and locker room cleaners,"Toilet, shower and tile cleaner",Gyms,Facilities management,1.5,1.21,0.931,0,0,1,,,4.641
,FP-SPO-01201,WAYAKIT GreenTech Sports Shower and tile cleaner [4 L],Shower and tile cleaner,4 L,4.0,0.0,S2-Shower and tile cleaner,Sports - 2. Restroom and locker room cleaners,"Toilet, shower and tile cleaner",Gyms,Facilities management,4,4.84,5.32,0,0,1,,,15.16
,FP-SPO-01202,WAYAKIT GreenTech Sports Shower and tile cleaner [20 L],Shower and tile cleaner,20 L,20.0,0.0,S2-Shower and tile cleaner,Sports - 2. Restroom and locker room cleaners,"Toilet, shower and tile cleaner",Gyms,Facilities management,8,4.84,26.6,0,0,1,,,40.44
,FP-SPO-01203,WAYAKIT GreenTech Sports Shower and tile cleaner [Box of 12 units 700 mL],Shower and tile cleaner,Box of 12 units 700 mL,8.4,0.0,S2-Shower and tile cleaner,Sports - 2. Restroom and locker room cleaners,"Toilet, shower and tile cleaner",Gyms,Facilities management,18,14.52,11.172,0,0,12,,,55.692
product_template_882,FP-SPO-01300,WAYAKIT GreenTech Sports Broad-spectrum disinfectant for surfaces [700 mL],Broad-spectrum disinfectant for surfaces,700 mL,0.7,0.0,S3-Broad-spectrum disinfectant for surfaces,Sports - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Gyms,Facilities management,1.5,1.21,0.931,0,0,1,,,4.641
,FP-SPO-01301,WAYAKIT GreenTech Sports Broad-spectrum disinfectant for surfaces [4 L],Broad-spectrum disinfectant for surfaces,4 L,4.0,0.0,S3-Broad-spectrum disinfectant for surfaces,Sports - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Gyms,Facilities management,4,4.84,5.32,0,0,1,,,15.16
,FP-SPO-01302,WAYAKIT GreenTech Sports Broad-spectrum disinfectant for surfaces [20 L],Broad-spectrum disinfectant for surfaces,20 L,20.0,0.0,S3-Broad-spectrum disinfectant for surfaces,Sports - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Gyms,Facilities management,8,4.84,26.6,0,0,1,,,40.44
,FP-SPO-01303,WAYAKIT GreenTech Sports Broad-spectrum disinfectant for surfaces [Box of 12 units 700 mL],Broad-spectrum disinfectant for surfaces,Box of 12 units 700 mL,8.4,0.0,S3-Broad-spectrum disinfectant for surfaces,Sports - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Gyms,Facilities management,18,14.52,11.172,0,0,12,,,55.692
,FP-SPO-01400,WAYAKIT GreenTech Sports Stain remover for laundry [700 mL],Stain remover for laundry,700 mL,0.7,0.0,S4-Stain remover for laundry,Sports - 4. Towel and laundry care,Stain remover,Gyms,Facilities management,1.5,1.21,8.511384,0,0,1,,,12.221384
,FP-SPO-01401,WAYAKIT GreenTech Sports Stain remover for laundry [4 L],Stain remover for laundry,4 L,4.0,0.0,S4-Stain remover for laundry,Sports - 4. Towel and laundry care,Stain remover,Gyms,Facilities management,4,4.84,48.63648,0,0,1,,,58.47648
,FP-SPO-01402,WAYAKIT GreenTech Sports Stain remover for laundry [20 L],Stain remover for laundry,20 L,20.0,0.0,S4-Stain remover for laundry,Sports - 4. Towel and laundry care,Stain remover,Gyms,Facilities management,8,4.84,243.1824,0,0,1,,,257.0224
,FP-SPO-01403,WAYAKIT GreenTech Sports Stain remover for laundry [Box of 12 units 700 mL],Stain remover for laundry,Box of 12 units 700 mL,8.4,0.0,S4-Stain remover for laundry,Sports - 4. Towel and laundry care,Stain remover,Gyms,Facilities management,18,14.52,102.136608,0,0,12,,,146.656608
,FP-SPO-01500,WAYAKIT GreenTech Sports Sanitizing fabric refresher for towels and sports clothes [700 mL],Sanitizing fabric refresher for towels and sports clothes,700 mL,0.7,0.0,S4-Sanitizing fabric refresher for towels and sports clothes,Sports - 4. Towel and laundry care,Fabric refresher,Gyms,Facilities management,1.5,1.21,4.704,0,0,1,,,8.414
,FP-SPO-01501,WAYAKIT GreenTech Sports Sanitizing fabric refresher for towels and sports clothes [4 L],Sanitizing fabric refresher for towels and sports clothes,4 L,4.0,0.0,S4-Sanitizing fabric refresher for towels and sports clothes,Sports - 4. Towel and laundry care,Fabric refresher,Gyms,Facilities management,4,4.84,26.88,0,0,1,,,36.72
,FP-SPO-01502,WAYAKIT GreenTech Sports Sanitizing fabric refresher for towels and sports clothes [20 L],Sanitizing fabric refresher for towels and sports clothes,20 L,20.0,0.0,S4-Sanitizing fabric refresher for towels and sports clothes,Sports - 4. Towel and laundry care,Fabric refresher,Gyms,Facilities management,8,4.84,134.4,0,0,1,,,148.24
,FP-SPO-01503,WAYAKIT GreenTech Sports Sanitizing fabric refresher for towels and sports clothes [Box of 12 units 700 mL],Sanitizing fabric refresher for towels and sports clothes,Box of 12 units 700 mL,8.4,0.0,S4-Sanitizing fabric refresher for towels and sports clothes,Sports - 4. Towel and laundry care,Fabric refresher,Gyms,Facilities management,18,14.52,56.448,0,0,12,,,100.968
,FP-SPO-02000,WAYAKIT GreenTech Sports Air freshener [700 mL],Air freshener,700 mL,0.7,0.0,S6-Air freshener,Sports - 6. Extreme odor control products,Air freshener,Gyms,Facilities management,1.5,1.21,1.708,0,0,1,,,5.418
,FP-SPO-02001,WAYAKIT GreenTech Sports Air freshener [4 L],Air freshener,4 L,4.0,0.0,S6-Air freshener,Sports - 6. Extreme odor control products,Air freshener,Gyms,Facilities management,4,4.84,9.76,0,0,1,,,19.6
,FP-SPO-02002,WAYAKIT GreenTech Sports Air freshener [20 L],Air freshener,20 L,20.0,0.0,S6-Air freshener,Sports - 6. Extreme odor control products,Air freshener,Gyms,Facilities management,8,4.84,48.8,0,0,1,,,62.64
,FP-SPO-02003,WAYAKIT GreenTech Sports Air freshener [Box of 12 units 700 mL],Air freshener,Box of 12 units 700 mL,8.4,0.0,S6-Air freshener,Sports - 6. Extreme odor control products,Air freshener,Gyms,Facilities management,18,14.52,20.496,0,0,12,,,65.016
,FP-SPO-02300,WAYAKIT GreenTech Sports HVAC system cleaner [700 mL],HVAC system cleaner,700 mL,0.7,0.0,S7-HVAC system cleaner,Sports - 7. Air quality and ventilation,Disinfectant and cleaner,Gyms,Facilities management,1.5,1.21,0.931,0,0,1,,,4.641
,FP-SPO-02301,WAYAKIT GreenTech Sports HVAC system cleaner [4 L],HVAC system cleaner,4 L,4.0,0.0,S7-HVAC system cleaner,Sports - 7. Air quality and ventilation,Disinfectant and cleaner,Gyms,Facilities management,4,4.84,5.32,0,0,1,,,15.16
,FP-SPO-02302,WAYAKIT GreenTech Sports HVAC system cleaner [20 L],HVAC system cleaner,20 L,20.0,0.0,S7-HVAC system cleaner,Sports - 7. Air quality and ventilation,Disinfectant and cleaner,Gyms,Facilities management,8,4.84,26.6,0,0,1,,,40.44
,FP-SPO-02303,WAYAKIT GreenTech Sports HVAC system cleaner [Box of 12 units 700 mL],HVAC system cleaner,Box of 12 units 700 mL,8.4,0.0,S7-HVAC system cleaner,Sports - 7. Air quality and ventilation,Disinfectant and cleaner,Gyms,Facilities management,18,14.52,11.172,0,0,12,,,55.692
,FP-SPA-00100,WAYAKIT GreenTech Spas and Salons General purpose cleaner [700 mL],General purpose cleaner,700 mL,0.7,0.0,L1-General purpose cleaner,Spas - 1. Spa and salon general cleaning products,General purpose cleaner,Spas and salons,Facilities management,1.5,1.21,0.931,0,0,1,,,4.641
,FP-SPA-00101,WAYAKIT GreenTech Spas and Salons General purpose cleaner [4 L],General purpose cleaner,4 L,4.0,0.0,L1-General purpose cleaner,Spas - 1. Spa and salon general cleaning products,General purpose cleaner,Spas and salons,Facilities management,4,4.84,5.32,0,0,1,,,15.16
,FP-SPA-00102,WAYAKIT GreenTech Spas and Salons General purpose cleaner [20 L],General purpose cleaner,20 L,20.0,0.0,L1-General purpose cleaner,Spas - 1. Spa and salon general cleaning products,General purpose cleaner,Spas and salons,Facilities management,8,4.84,26.6,0,0,1,,,40.44
,FP-SPA-00103,WAYAKIT GreenTech Spas and Salons General purpose cleaner [Box of 12 units 700 mL],General purpose cleaner,Box of 12 units 700 mL,8.4,0.0,L1-General purpose cleaner,Spas - 1. Spa and salon general cleaning products,General purpose cleaner,Spas and salons,Facilities management,18,14.52,11.172,0,0,12,,,55.692
,FP-SPA-00200,WAYAKIT GreenTech Spas and Salons Wood furniture cleaner [700 mL],Wood furniture cleaner,700 mL,0.7,0.0,L1-Wood furniture cleaner,Spas - 1. Spa and salon general cleaning products,Furniture polish,Spas and salons,Facilities management,1.5,1.21,7.77945,0,0,1,,,11.48945
,FP-SPA-00201,WAYAKIT GreenTech Spas and Salons Wood furniture cleaner [4 L],Wood furniture cleaner,4 L,4.0,0.0,L1-Wood furniture cleaner,Spas - 1. Spa and salon general cleaning products,Furniture polish,Spas and salons,Facilities management,4,4.84,44.454,0,0,1,,,54.294
,FP-SPA-00202,WAYAKIT GreenTech Spas and Salons Wood furniture cleaner [20 L],Wood furniture cleaner,20 L,20.0,0.0,L1-Wood furniture cleaner,Spas - 1. Spa and salon general cleaning products,Furniture polish,Spas and salons,Facilities management,8,4.84,222.27,0,0,1,,,236.11
,FP-SPA-00203,WAYAKIT GreenTech Spas and Salons Wood furniture cleaner [Box of 12 units 700 mL],Wood furniture cleaner,Box of 12 units 700 mL,8.4,0.0,L1-Wood furniture cleaner,Spas - 1. Spa and salon general cleaning products,Furniture polish,Spas and salons,Facilities management,18,14.52,93.3534,0,0,12,,,137.8734
